pin,bank,site,tile,pin_function
A20,17,IOB_X0Y258,LIOB33_X0Y257,IO_L21P_T3_DQS_17
A21,17,IOB_X0Y257,LIOB33_X0Y257,IO_L21N_T3_DQS_17
B18,17,IOB_X0Y256,LIOB33_X0Y255,IO_L22P_T3_17
A18,17,IOB_X0Y255,LIOB33_X0Y255,IO_L22N_T3_17
B22,17,IOB_X0Y254,LIOB33_X0Y253,IO_L23P_T3_17
A22,17,IOB_X0Y253,LIOB33_X0Y253,IO_L23N_T3_17
C19,17,IOB_X0Y252,LIOB33_X0Y251,IO_L24P_T3_17
B19,17,IOB_X0Y251,LIOB33_X0Y251,IO_L24N_T3_17
E18,17,IOB_X0Y250,LIOB33_SING_X0Y250,IO_25_17
G12,18,IOB_X0Y349,LIOB33_SING_X0Y349,IO_0_18
L16,18,IOB_X0Y348,LIOB33_X0Y347,IO_L1P_T0_18
K16,18,IOB_X0Y347,LIOB33_X0Y347,IO_L1N_T0_18
L15,18,IOB_X0Y346,LIOB33_X0Y345,IO_L2P_T0_18
K15,18,IOB_X0Y345,LIOB33_X0Y345,IO_L2N_T0_18
L12,18,IOB_X0Y344,LIOB33_X0Y343,IO_L3P_T0_DQS_18
L13,18,IOB_X0Y343,LIOB33_X0Y343,IO_L3N_T0_DQS_18
K13,18,IOB_X0Y342,LIOB33_X0Y341,IO_L4P_T0_18
J13,18,IOB_X0Y341,LIOB33_X0Y341,IO_L4N_T0_18
K14,18,IOB_X0Y340,LIOB33_X0Y339,IO_L5P_T0_18
J14,18,IOB_X0Y339,LIOB33_X0Y339,IO_L5N_T0_18
L11,18,IOB_X0Y338,LIOB33_X0Y337,IO_L6P_T0_18
K11,18,IOB_X0Y337,LIOB33_X0Y337,IO_L6N_T0_VREF_18
H15,18,IOB_X0Y336,LIOB33_X0Y335,IO_L7P_T1_18
G15,18,IOB_X0Y335,LIOB33_X0Y335,IO_L7N_T1_18
J11,18,IOB_X0Y334,LIOB33_X0Y333,IO_L8P_T1_18
J12,18,IOB_X0Y333,LIOB33_X0Y333,IO_L8N_T1_18
J16,18,IOB_X0Y332,LIOB33_X0Y331,IO_L9P_T1_DQS_18
H16,18,IOB_X0Y331,LIOB33_X0Y331,IO_L9N_T1_DQS_18
H11,18,IOB_X0Y330,LIOB33_X0Y329,IO_L10P_T1_18
H12,18,IOB_X0Y329,LIOB33_X0Y329,IO_L10N_T1_18
H14,18,IOB_X0Y328,LIOB33_X0Y327,IO_L11P_T1_SRCC_18
G14,18,IOB_X0Y327,LIOB33_X0Y327,IO_L11N_T1_SRCC_18
G13,18,IOB_X0Y326,LIOB33_X0Y325,IO_L12P_T1_MRCC_18
F13,18,IOB_X0Y325,LIOB33_X0Y325,IO_L12N_T1_MRCC_18
D12,18,IOB_X0Y324,LIOB33_X0Y323,IO_L13P_T2_MRCC_18
D13,18,IOB_X0Y323,LIOB33_X0Y323,IO_L13N_T2_MRCC_18
F12,18,IOB_X0Y322,LIOB33_X0Y321,IO_L14P_T2_SRCC_18
E13,18,IOB_X0Y321,LIOB33_X0Y321,IO_L14N_T2_SRCC_18
C12,18,IOB_X0Y320,LIOB33_X0Y319,IO_L15P_T2_DQS_18
B12,18,IOB_X0Y319,LIOB33_X0Y319,IO_L15N_T2_DQS_18
F11,18,IOB_X0Y318,LIOB33_X0Y317,IO_L16P_T2_18
E11,18,IOB_X0Y317,LIOB33_X0Y317,IO_L16N_T2_18
A11,18,IOB_X0Y316,LIOB33_X0Y315,IO_L17P_T2_18
A12,18,IOB_X0Y315,LIOB33_X0Y315,IO_L17N_T2_18
D11,18,IOB_X0Y314,LIOB33_X0Y313,IO_L18P_T2_18
C11,18,IOB_X0Y313,LIOB33_X0Y313,IO_L18N_T2_18
F15,18,IOB_X0Y312,LIOB33_X0Y311,IO_L19P_T3_18
E16,18,IOB_X0Y311,LIOB33_X0Y311,IO_L19N_T3_VREF_18
E14,18,IOB_X0Y310,LIOB33_X0Y309,IO_L20P_T3_18
E15,18,IOB_X0Y309,LIOB33_X0Y309,IO_L20N_T3_18
D14,18,IOB_X0Y308,LIOB33_X0Y307,IO_L21P_T3_DQS_18
C14,18,IOB_X0Y307,LIOB33_X0Y307,IO_L21N_T3_DQS_18
B13,18,IOB_X0Y306,LIOB33_X0Y305,IO_L22P_T3_18
A13,18,IOB_X0Y305,LIOB33_X0Y305,IO_L22N_T3_18
C15,18,IOB_X0Y304,LIOB33_X0Y303,IO_L23P_T3_18
B15,18,IOB_X0Y303,LIOB33_X0Y303,IO_L23N_T3_18
B14,18,IOB_X0Y302,LIOB33_X0Y301,IO_L24P_T3_18
A15,18,IOB_X0Y301,LIOB33_X0Y301,IO_L24N_T3_18
F16,18,IOB_X0Y300,LIOB33_SING_X0Y300,IO_25_18
Y14,32,IOB_X1Y49,RIOB18_SING_X95Y49,IO_0_VRN_32
AK16,32,IOB_X1Y48,RIOB18_X95Y47,IO_L1P_T0_32
AK15,32,IOB_X1Y47,RIOB18_X95Y47,IO_L1N_T0_32
AG15,32,IOB_X1Y46,RIOB18_X95Y45,IO_L2P_T0_32
AH15,32,IOB_X1Y45,RIOB18_X95Y45,IO_L2N_T0_32
AH16,32,IOB_X1Y44,RIOB18_X95Y43,IO_L3P_T0_DQS_32
AJ16,32,IOB_X1Y43,RIOB18_X95Y43,IO_L3N_T0_DQS_32
AF15,32,IOB_X1Y42,RIOB18_X95Y41,IO_L4P_T0_32
AG14,32,IOB_X1Y41,RIOB18_X95Y41,IO_L4N_T0_32
AH17,32,IOB_X1Y40,RIOB18_X95Y39,IO_L5P_T0_32
AJ17,32,IOB_X1Y39,RIOB18_X95Y39,IO_L5N_T0_32
AE16,32,IOB_X1Y38,RIOB18_X95Y37,IO_L6P_T0_32
AF16,32,IOB_X1Y37,RIOB18_X95Y37,IO_L6N_T0_VREF_32
AJ19,32,IOB_X1Y36,RIOB18_X95Y35,IO_L7P_T1_32
AK19,32,IOB_X1Y35,RIOB18_X95Y35,IO_L7N_T1_32
AG19,32,IOB_X1Y34,RIOB18_X95Y33,IO_L8P_T1_32
AH19,32,IOB_X1Y33,RIOB18_X95Y33,IO_L8N_T1_32
AJ18,32,IOB_X1Y32,RIOB18_X95Y31,IO_L9P_T1_DQS_32
AK18,32,IOB_X1Y31,RIOB18_X95Y31,IO_L9N_T1_DQS_32
AD19,32,IOB_X1Y30,RIOB18_X95Y29,IO_L10P_T1_32
AE19,32,IOB_X1Y29,RIOB18_X95Y29,IO_L10N_T1_32
AF18,32,IOB_X1Y28,RIOB18_X95Y27,IO_L11P_T1_SRCC_32
AG18,32,IOB_X1Y27,RIOB18_X95Y27,IO_L11N_T1_SRCC_32
AF17,32,IOB_X1Y26,RIOB18_X95Y25,IO_L12P_T1_MRCC_32
AG17,32,IOB_X1Y25,RIOB18_X95Y25,IO_L12N_T1_MRCC_32
AD18,32,IOB_X1Y24,RIOB18_X95Y23,IO_L13P_T2_MRCC_32
AE18,32,IOB_X1Y23,RIOB18_X95Y23,IO_L13N_T2_MRCC_32
AD17,32,IOB_X1Y22,RIOB18_X95Y21,IO_L14P_T2_SRCC_32
AD16,32,IOB_X1Y21,RIOB18_X95Y21,IO_L14N_T2_SRCC_32
Y19,32,IOB_X1Y20,RIOB18_X95Y19,IO_L15P_T2_DQS_32
Y18,32,IOB_X1Y19,RIOB18_X95Y19,IO_L15N_T2_DQS_32
AA18,32,IOB_X1Y18,RIOB18_X95Y17,IO_L16P_T2_32
AB18,32,IOB_X1Y17,RIOB18_X95Y17,IO_L16N_T2_32
AB19,32,IOB_X1Y16,RIOB18_X95Y15,IO_L17P_T2_32
AC19,32,IOB_X1Y15,RIOB18_X95Y15,IO_L17N_T2_32
AB17,32,IOB_X1Y14,RIOB18_X95Y13,IO_L18P_T2_32
AC17,32,IOB_X1Y13,RIOB18_X95Y13,IO_L18N_T2_32
AE15,32,IOB_X1Y12,RIOB18_X95Y11,IO_L19P_T3_32
AE14,32,IOB_X1Y11,RIOB18_X95Y11,IO_L19N_T3_VREF_32
AA15,32,IOB_X1Y10,RIOB18_X95Y9,IO_L20P_T3_32
AB15,32,IOB_X1Y9,RIOB18_X95Y9,IO_L20N_T3_32
AC16,32,IOB_X1Y8,RIOB18_X95Y7,IO_L21P_T3_DQS_32
AC15,32,IOB_X1Y7,RIOB18_X95Y7,IO_L21N_T3_DQS_32
AC14,32,IOB_X1Y6,RIOB18_X95Y5,IO_L22P_T3_32
AD14,32,IOB_X1Y5,RIOB18_X95Y5,IO_L22N_T3_32
AA17,32,IOB_X1Y4,RIOB18_X95Y3,IO_L23P_T3_32
AA16,32,IOB_X1Y3,RIOB18_X95Y3,IO_L23N_T3_32
Y16,32,IOB_X1Y2,RIOB18_X95Y1,IO_L24P_T3_32
Y15,32,IOB_X1Y1,RIOB18_X95Y1,IO_L24N_T3_32
AB14,32,IOB_X1Y0,RIOB18_SING_X95Y0,IO_25_VRP_32
Y13,33,IOB_X1Y99,RIOB18_SING_X95Y99,IO_0_VRN_33
AA12,33,IOB_X1Y98,RIOB18_X95Y97,IO_L1P_T0_33
AB12,33,IOB_X1Y97,RIOB18_X95Y97,IO_L1N_T0_33
AA8,33,IOB_X1Y96,RIOB18_X95Y95,IO_L2P_T0_33
AB8,33,IOB_X1Y95,RIOB18_X95Y95,IO_L2N_T0_33
AB9,33,IOB_X1Y94,RIOB18_X95Y93,IO_L3P_T0_DQS_33
AC9,33,IOB_X1Y93,RIOB18_X95Y93,IO_L3N_T0_DQS_33
Y11,33,IOB_X1Y92,RIOB18_X95Y91,IO_L4P_T0_33
Y10,33,IOB_X1Y91,RIOB18_X95Y91,IO_L4N_T0_33
AA11,33,IOB_X1Y90,RIOB18_X95Y89,IO_L5P_T0_33
AA10,33,IOB_X1Y89,RIOB18_X95Y89,IO_L5N_T0_33
AA13,33,IOB_X1Y88,RIOB18_X95Y87,IO_L6P_T0_33
AB13,33,IOB_X1Y87,RIOB18_X95Y87,IO_L6N_T0_VREF_33
AB10,33,IOB_X1Y86,RIOB18_X95Y85,IO_L7P_T1_33
AC10,33,IOB_X1Y85,RIOB18_X95Y85,IO_L7N_T1_33
AD8,33,IOB_X1Y84,RIOB18_X95Y83,IO_L8P_T1_33
AE8,33,IOB_X1Y83,RIOB18_X95Y83,IO_L8N_T1_33
AC12,33,IOB_X1Y82,RIOB18_X95Y81,IO_L9P_T1_DQS_33
AC11,33,IOB_X1Y81,RIOB18_X95Y81,IO_L9N_T1_DQS_33
AD9,33,IOB_X1Y80,RIOB18_X95Y79,IO_L10P_T1_33
AE9,33,IOB_X1Y79,RIOB18_X95Y79,IO_L10N_T1_33
AE11,33,IOB_X1Y78,RIOB18_X95Y77,IO_L11P_T1_SRCC_33
AF11,33,IOB_X1Y77,RIOB18_X95Y77,IO_L11N_T1_SRCC_33
AD12,33,IOB_X1Y76,RIOB18_X95Y75,IO_L12P_T1_MRCC_33
AD11,33,IOB_X1Y75,RIOB18_X95Y75,IO_L12N_T1_MRCC_33
AG10,33,IOB_X1Y74,RIOB18_X95Y73,IO_L13P_T2_MRCC_33
AH10,33,IOB_X1Y73,RIOB18_X95Y73,IO_L13N_T2_MRCC_33
AE10,33,IOB_X1Y72,RIOB18_X95Y71,IO_L14P_T2_SRCC_33
AF10,33,IOB_X1Y71,RIOB18_X95Y71,IO_L14N_T2_SRCC_33
AJ9,33,IOB_X1Y70,RIOB18_X95Y69,IO_L15P_T2_DQS_33
AK9,33,IOB_X1Y69,RIOB18_X95Y69,IO_L15N_T2_DQS_33
AG9,33,IOB_X1Y68,RIOB18_X95Y67,IO_L16P_T2_33
AH9,33,IOB_X1Y67,RIOB18_X95Y67,IO_L16N_T2_33
AK11,33,IOB_X1Y66,RIOB18_X95Y65,IO_L17P_T2_33
AK10,33,IOB_X1Y65,RIOB18_X95Y65,IO_L17N_T2_33
AH11,33,IOB_X1Y64,RIOB18_X95Y63,IO_L18P_T2_33
AJ11,33,IOB_X1Y63,RIOB18_X95Y63,IO_L18N_T2_33
AE13,33,IOB_X1Y62,RIOB18_X95Y61,IO_L19P_T3_33
AF13,33,IOB_X1Y61,RIOB18_X95Y61,IO_L19N_T3_VREF_33
AK14,33,IOB_X1Y60,RIOB18_X95Y59,IO_L20P_T3_33
AK13,33,IOB_X1Y59,RIOB18_X95Y59,IO_L20N_T3_33
AH14,33,IOB_X1Y58,RIOB18_X95Y57,IO_L21P_T3_DQS_33
AJ14,33,IOB_X1Y57,RIOB18_X95Y57,IO_L21N_T3_DQS_33
AJ13,33,IOB_X1Y56,RIOB18_X95Y55,IO_L22P_T3_33
AJ12,33,IOB_X1Y55,RIOB18_X95Y55,IO_L22N_T3_33
AF12,33,IOB_X1Y54,RIOB18_X95Y53,IO_L23P_T3_33
AG12,33,IOB_X1Y53,RIOB18_X95Y53,IO_L23N_T3_33
AG13,33,IOB_X1Y52,RIOB18_X95Y51,IO_L24P_T3_33
AH12,33,IOB_X1Y51,RIOB18_X95Y51,IO_L24N_T3_33
AD13,33,IOB_X1Y50,RIOB18_SING_X95Y50,IO_25_VRP_33
AC6,34,IOB_X1Y149,RIOB18_SING_X95Y149,IO_0_VRN_34
AD4,34,IOB_X1Y148,RIOB18_X95Y147,IO_L1P_T0_34
AD3,34,IOB_X1Y147,RIOB18_X95Y147,IO_L1N_T0_34
AC2,34,IOB_X1Y146,RIOB18_X95Y145,IO_L2P_T0_34
AC1,34,IOB_X1Y145,RIOB18_X95Y145,IO_L2N_T0_34
AD2,34,IOB_X1Y144,RIOB18_X95Y143,IO_L3P_T0_DQS_34
AD1,34,IOB_X1Y143,RIOB18_X95Y143,IO_L3N_T0_DQS_34
AC5,34,IOB_X1Y142,RIOB18_X95Y141,IO_L4P_T0_34
AC4,34,IOB_X1Y141,RIOB18_X95Y141,IO_L4N_T0_34
AD6,34,IOB_X1Y140,RIOB18_X95Y139,IO_L5P_T0_34
AE6,34,IOB_X1Y139,RIOB18_X95Y139,IO_L5N_T0_34
AC7,34,IOB_X1Y138,RIOB18_X95Y137,IO_L6P_T0_34
AD7,34,IOB_X1Y137,RIOB18_X95Y137,IO_L6N_T0_VREF_34
AF3,34,IOB_X1Y136,RIOB18_X95Y135,IO_L7P_T1_34
AF2,34,IOB_X1Y135,RIOB18_X95Y135,IO_L7N_T1_34
AE1,34,IOB_X1Y134,RIOB18_X95Y133,IO_L8P_T1_34
AF1,34,IOB_X1Y133,RIOB18_X95Y133,IO_L8N_T1_34
AG4,34,IOB_X1Y132,RIOB18_X95Y131,IO_L9P_T1_DQS_34
AG3,34,IOB_X1Y131,RIOB18_X95Y131,IO_L9N_T1_DQS_34
AE4,34,IOB_X1Y130,RIOB18_X95Y129,IO_L10P_T1_34
AE3,34,IOB_X1Y129,RIOB18_X95Y129,IO_L10N_T1_34
AE5,34,IOB_X1Y128,RIOB18_X95Y127,IO_L11P_T1_SRCC_34
AF5,34,IOB_X1Y127,RIOB18_X95Y127,IO_L11N_T1_SRCC_34
AF6,34,IOB_X1Y126,RIOB18_X95Y125,IO_L12P_T1_MRCC_34
AG5,34,IOB_X1Y125,RIOB18_X95Y125,IO_L12N_T1_MRCC_34
AH4,34,IOB_X1Y124,RIOB18_X95Y123,IO_L13P_T2_MRCC_34
AJ4,34,IOB_X1Y123,RIOB18_X95Y123,IO_L13N_T2_MRCC_34
AH6,34,IOB_X1Y122,RIOB18_X95Y121,IO_L14P_T2_SRCC_34
AH5,34,IOB_X1Y121,RIOB18_X95Y121,IO_L14N_T2_SRCC_34
AG2,34,IOB_X1Y120,RIOB18_X95Y119,IO_L15P_T2_DQS_34
AH1,34,IOB_X1Y119,RIOB18_X95Y119,IO_L15N_T2_DQS_34
AH2,34,IOB_X1Y118,RIOB18_X95Y117,IO_L16P_T2_34
AJ2,34,IOB_X1Y117,RIOB18_X95Y117,IO_L16N_T2_34
AJ1,34,IOB_X1Y116,RIOB18_X95Y115,IO_L17P_T2_34
AK1,34,IOB_X1Y115,RIOB18_X95Y115,IO_L17N_T2_34
AJ3,34,IOB_X1Y114,RIOB18_X95Y113,IO_L18P_T2_34
AK3,34,IOB_X1Y113,RIOB18_X95Y113,IO_L18N_T2_34
AF8,34,IOB_X1Y112,RIOB18_X95Y111,IO_L19P_T3_34
AG8,34,IOB_X1Y111,RIOB18_X95Y111,IO_L19N_T3_VREF_34
AF7,34,IOB_X1Y110,RIOB18_X95Y109,IO_L20P_T3_34
AG7,34,IOB_X1Y109,RIOB18_X95Y109,IO_L20N_T3_34
AH7,34,IOB_X1Y108,RIOB18_X95Y107,IO_L21P_T3_DQS_34
AJ7,34,IOB_X1Y107,RIOB18_X95Y107,IO_L21N_T3_DQS_34
AJ6,34,IOB_X1Y106,RIOB18_X95Y105,IO_L22P_T3_34
AK6,34,IOB_X1Y105,RIOB18_X95Y105,IO_L22N_T3_34
AJ8,34,IOB_X1Y104,RIOB18_X95Y103,IO_L23P_T3_34
AK8,34,IOB_X1Y103,RIOB18_X95Y103,IO_L23N_T3_34
AK5,34,IOB_X1Y102,RIOB18_X95Y101,IO_L24P_T3_34
AK4,34,IOB_X1Y101,RIOB18_X95Y101,IO_L24N_T3_34
AB7,34,IOB_X1Y100,RIOB18_SING_X95Y100,IO_25_VRP_34
T2,115,OPAD_X0Y7,GTX_CHANNEL_3_X219Y202,MGTXTXP3_115
V6,115,IPAD_X1Y31,GTX_CHANNEL_3_X219Y202,MGTXRXP3_115
T1,115,OPAD_X0Y6,GTX_CHANNEL_3_X219Y202,MGTXTXN3_115
V5,115,IPAD_X1Y30,GTX_CHANNEL_3_X219Y202,MGTXRXN3_115
U4,115,OPAD_X0Y5,GTX_CHANNEL_2_X219Y191,MGTXTXP2_115
W4,115,IPAD_X1Y25,GTX_CHANNEL_2_X219Y191,MGTXRXP2_115
U3,115,OPAD_X0Y4,GTX_CHANNEL_2_X219Y191,MGTXTXN2_115
R8,115,IPAD_X1Y8,GTX_COMMON_X219Y179,MGTREFCLK0P_115
W3,115,IPAD_X1Y24,GTX_CHANNEL_2_X219Y191,MGTXRXN2_115
R7,115,IPAD_X1Y9,GTX_COMMON_X219Y179,MGTREFCLK0N_115
U7,115,IPAD_X1Y11,GTX_COMMON_X219Y179,MGTREFCLK1N_115
U8,115,IPAD_X1Y10,GTX_COMMON_X219Y179,MGTREFCLK1P_115
V2,115,OPAD_X0Y3,GTX_CHANNEL_1_X219Y173,MGTXTXP1_115
Y6,115,IPAD_X1Y7,GTX_CHANNEL_1_X219Y173,MGTXRXP1_115
V1,115,OPAD_X0Y2,GTX_CHANNEL_1_X219Y173,MGTXTXN1_115
Y5,115,IPAD_X1Y6,GTX_CHANNEL_1_X219Y173,MGTXRXN1_115
Y2,115,OPAD_X0Y1,GTX_CHANNEL_0_X219Y162,MGTXTXP0_115
AA4,115,IPAD_X1Y1,GTX_CHANNEL_0_X219Y162,MGTXRXP0_115
Y1,115,OPAD_X0Y0,GTX_CHANNEL_0_X219Y162,MGTXTXN0_115
AA3,115,IPAD_X1Y0,GTX_CHANNEL_0_X219Y162,MGTXRXN0_115
L4,116,OPAD_X0Y15,GTX_CHANNEL_3_X219Y254,MGTXTXP3_116
M6,116,IPAD_X1Y61,GTX_CHANNEL_3_X219Y254,MGTXRXP3_116
L3,116,OPAD_X0Y14,GTX_CHANNEL_3_X219Y254,MGTXTXN3_116
M5,116,IPAD_X1Y60,GTX_CHANNEL_3_X219Y254,MGTXRXN3_116
M2,116,OPAD_X0Y13,GTX_CHANNEL_2_X219Y243,MGTXTXP2_116
P6,116,IPAD_X1Y55,GTX_CHANNEL_2_X219Y243,MGTXRXP2_116
M1,116,OPAD_X0Y12,GTX_CHANNEL_2_X219Y243,MGTXTXN2_116
L8,116,IPAD_X1Y44,GTX_COMMON_X219Y231,MGTREFCLK0P_116
P5,116,IPAD_X1Y54,GTX_CHANNEL_2_X219Y243,MGTXRXN2_116
L7,116,IPAD_X1Y45,GTX_COMMON_X219Y231,MGTREFCLK0N_116
N7,116,IPAD_X1Y47,GTX_COMMON_X219Y231,MGTREFCLK1N_116
N8,116,IPAD_X1Y46,GTX_COMMON_X219Y231,MGTREFCLK1P_116
N4,116,OPAD_X0Y11,GTX_CHANNEL_1_X219Y225,MGTXTXP1_116
R4,116,IPAD_X1Y43,GTX_CHANNEL_1_X219Y225,MGTXRXP1_116
N3,116,OPAD_X0Y10,GTX_CHANNEL_1_X219Y225,MGTXTXN1_116
R3,116,IPAD_X1Y42,GTX_CHANNEL_1_X219Y225,MGTXRXN1_116
P2,116,OPAD_X0Y9,GTX_CHANNEL_0_X219Y214,MGTXTXP0_116
T6,116,IPAD_X1Y37,GTX_CHANNEL_0_X219Y214,MGTXRXP0_116
P1,116,OPAD_X0Y8,GTX_CHANNEL_0_X219Y214,MGTXTXN0_116
T5,116,IPAD_X1Y36,GTX_CHANNEL_0_X219Y214,MGTXRXN0_116
F2,117,OPAD_X0Y23,GTX_CHANNEL_3_X219Y306,MGTXTXP3_117
F6,117,IPAD_X1Y91,GTX_CHANNEL_3_X219Y306,MGTXRXP3_117
F1,117,OPAD_X0Y22,GTX_CHANNEL_3_X219Y306,MGTXTXN3_117
F5,117,IPAD_X1Y90,GTX_CHANNEL_3_X219Y306,MGTXRXN3_117
H2,117,OPAD_X0Y21,GTX_CHANNEL_2_X219Y295,MGTXTXP2_117
G4,117,IPAD_X1Y85,GTX_CHANNEL_2_X219Y295,MGTXRXP2_117
H1,117,OPAD_X0Y20,GTX_CHANNEL_2_X219Y295,MGTXTXN2_117
G8,117,IPAD_X1Y74,GTX_COMMON_X219Y283,MGTREFCLK0P_117
G3,117,IPAD_X1Y84,GTX_CHANNEL_2_X219Y295,MGTXRXN2_117
G7,117,IPAD_X1Y75,GTX_COMMON_X219Y283,MGTREFCLK0N_117
J7,117,IPAD_X1Y77,GTX_COMMON_X219Y283,MGTREFCLK1N_117
J8,117,IPAD_X1Y76,GTX_COMMON_X219Y283,MGTREFCLK1P_117
J4,117,OPAD_X0Y19,GTX_CHANNEL_1_X219Y277,MGTXTXP1_117
H6,117,IPAD_X1Y73,GTX_CHANNEL_1_X219Y277,MGTXRXP1_117
J3,117,OPAD_X0Y18,GTX_CHANNEL_1_X219Y277,MGTXTXN1_117
H5,117,IPAD_X1Y72,GTX_CHANNEL_1_X219Y277,MGTXRXN1_117
K2,117,OPAD_X0Y17,GTX_CHANNEL_0_X219Y266,MGTXTXP0_117
K6,117,IPAD_X1Y67,GTX_CHANNEL_0_X219Y266,MGTXRXP0_117
K1,117,OPAD_X0Y16,GTX_CHANNEL_0_X219Y266,MGTXTXN0_117
K5,117,IPAD_X1Y66,GTX_CHANNEL_0_X219Y266,MGTXRXN0_117
A4,118,OPAD_X0Y31,GTX_CHANNEL_3_X219Y358,MGTXTXP3_118
A8,118,IPAD_X1Y121,GTX_CHANNEL_3_X219Y358,MGTXRXP3_118
A3,118,OPAD_X0Y30,GTX_CHANNEL_3_X219Y358,MGTXTXN3_118
A7,118,IPAD_X1Y120,GTX_CHANNEL_3_X219Y358,MGTXRXN3_118
B2,118,OPAD_X0Y29,GTX_CHANNEL_2_X219Y347,MGTXTXP2_118
B6,118,IPAD_X1Y115,GTX_CHANNEL_2_X219Y347,MGTXRXP2_118
B1,118,OPAD_X0Y28,GTX_CHANNEL_2_X219Y347,MGTXTXN2_118
C8,118,IPAD_X1Y104,GTX_COMMON_X219Y335,MGTREFCLK0P_118
B5,118,IPAD_X1Y114,GTX_CHANNEL_2_X219Y347,MGTXRXN2_118
C7,118,IPAD_X1Y105,GTX_COMMON_X219Y335,MGTREFCLK0N_118
E7,118,IPAD_X1Y107,GTX_COMMON_X219Y335,MGTREFCLK1N_118
E8,118,IPAD_X1Y106,GTX_COMMON_X219Y335,MGTREFCLK1P_118
C4,118,OPAD_X0Y27,GTX_CHANNEL_1_X219Y329,MGTXTXP1_118
D6,118,IPAD_X1Y103,GTX_CHANNEL_1_X219Y329,MGTXRXP1_118
C3,118,OPAD_X0Y26,GTX_CHANNEL_1_X219Y329,MGTXTXN1_118
D5,118,IPAD_X1Y102,GTX_CHANNEL_1_X219Y329,MGTXRXN1_118
D2,118,OPAD_X0Y25,GTX_CHANNEL_0_X219Y318,MGTXTXP0_118
E4,118,IPAD_X1Y97,GTX_CHANNEL_0_X219Y318,MGTXRXP0_118
D1,118,OPAD_X0Y24,GTX_CHANNEL_0_X219Y318,MGTXTXN0_118
E3,118,IPAD_X1Y96,GTX_CHANNEL_0_X219Y318,MGTXRXN0_118
